oshpd_id,name,address,city,zipcode,county_code,county_name,status,status_date,license_type,license_category,link,full_address,npi,cahsah,latitude,longitude
406197080,CENTRAL HOME HEALTH AGENCY,210 N CENTRAL AVENUE,GLENDALE,91203,19,LOS ANGELES,Open,11/15/07,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197080,"210 N CENTRAL AVENUE, GLENDALE, 91203",,,34.148485,-118.25745
406197130,"CENTRAL HOME HEALTHCARE, INC.",1016 E. BROADWAY ST,GLENDALE,91205,19,LOS ANGELES,Open,6/23/08,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197130,"1016 E. BROADWAY ST, GLENDALE, 91205",,,32.0040503,-102.0943067
406197242,"CENTURY HOME HEALTHCARE, INC.",17050 CHATSWORTH ST,GRANADA HILLS,91344,19,LOS ANGELES,Open,5/27/09,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197242,"17050 CHATSWORTH ST, GRANADA HILLS, 91344",,,34.2642876,-118.5042443
406197018,"CENTURY HOSPICE, INC.",4909 LAKEWOOD BLVD,LAKEWOOD,90712,19,LOS ANGELES,Open,7/27/07,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197018,"4909 LAKEWOOD BLVD, LAKEWOOD, 90712",,,33.8476031,-118.1430848
406564208,"CERTIFIED HOME HEALTH CARE, INC.",585 E. LOS ANGELES AVE.,SIMI VALLEY,93065,56,VENTURA,Open,8/9/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406564208,"585 E. LOS ANGELES AVE., SIMI VALLEY, 93065",,,34.2723,-118.785815
406197802,"CERTIFIED HOSPICE CARE, INC.",13273 VENTURA BLVD,STUDIO CITY,91604,19,LOS ANGELES,Open,1/4/13,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197802,"13273 VENTURA BLVD, STUDIO CITY, 91604",,,34.146836,-118.422117
406195055,CHARITY HOME HEALTH SERVICES,500 CARSON PLAZA DR.,CARSON,90746,19,LOS ANGELES,Open,12/23/97,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406195055,"500 CARSON PLAZA DR., CARSON, 90746",,,33.8447085,-118.2658552
406197924,"CHARITY HOSPICE CARE, INC.",500 CARSON PLAZA DR,CARSON,90746,19,LOS ANGELES,Open,6/8/14,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197924,"500 CARSON PLAZA DR, CARSON, 90746",,,33.8447085,-118.2658552
406196209,"CHARTER HEALTH CARE GROUP, LLC",970 S VILLAGE OAKS DR,COVINA,91724,19,LOS ANGELES,Open,9/27/12,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196209,"970 S VILLAGE OAKS DR, COVINA, 91724",,,34.0717825,-117.862601
406364458,CHARTER HIGH DESERT HEALTH CARE GROUP LLC,19015 TOWN CENTER DR,APPLE VALLEY,92308,36,SAN BERNARDINO,Open,9/13/12,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406364458,"19015 TOWN CENTER DR, APPLE VALLEY, 92308",,,34.465376,-117.2484207
406334676,"CHARTER HOME HEALTH OF THE DESERT, LLC",72855 FRED WARNING DR,PALM DESERT,92260,33,RIVERSIDE,Open,5/1/14,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406334676,"72855 FRED WARNING DR, PALM DESERT, 92260",,,33.7281369,-116.394744
406364321,CHARTER HOSPICE,1012 EAST COOLEY DRIVE,COLTON,92324,36,SAN BERNARDINO,Open,4/6/09,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406364321,"1012 EAST COOLEY DRIVE, COLTON, 92324",,,34.054272,-117.3122452
406196360,"CHARTWELL HOME HEALTH, INC",767 N. HILL ST.,LOS ANGELES,90012,19,LOS ANGELES,Open,6/28/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196360,"767 N. HILL ST., LOS ANGELES, 90012",,,34.062669,-118.240034
406394116,CHAS HOSPICE STOCKTON,5651 N PERSHING AVE,STOCKTON,95207,39,SAN JOAQUIN,Open,8/8/14,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406394116,"5651 N PERSHING AVE, STOCKTON, 95207",,,37.9993502,-121.32633
406196909,"CHELSEA'S HOME HEALTH CARE, INC.",1925 W. TEMPLE ST,LOS ANGELES,90026,19,LOS ANGELES,Open,9/6/06,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196909,"1925 W. TEMPLE ST, LOS ANGELES, 90026",,,34.0699178,-118.265807
406404085,"CHERISH HOME HEALTH, INC",2150 MAIN ST,CAMBRIA,93428,40,SAN LUIS OBISPO,Open,11/6/13,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406404085,"2150 MAIN ST, CAMBRIA, 93428",,,35.5636353,-121.0835227
406197113,CHERISH HOSPICE,2340 PLAZA DEL AMO,TORRANCE,90501,19,LOS ANGELES,Open,3/13/08,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197113,"2340 PLAZA DEL AMO, TORRANCE, 90501",,,33.8305337,-118.3244717
406104079,CHILDREN'S HOME CARE,7555 NORTH DEL MAR AVE,FRESNO,93711,10,FRESNO,Open,1/22/96,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406104079,"7555 NORTH DEL MAR AVE, FRESNO, 93711",,,36.8472864,-119.7963005
406374099,CHILDREN'S HOMECARE,"8291 AERO PLACE, SUITE 130",SAN DIEGO,92123,37,SAN DIEGO,Open,3/26/90,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406374099,"8291 AERO PLACE, SUITE 130, SAN DIEGO, 92123",,,32.8073392,-117.1468225
406274071,CHOICE HOME HEALTH CARE,80 GARDEN COURT,MONTEREY,93940,27,MONTEREY,Open,1/27/06,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406274071,"80 GARDEN COURT, MONTEREY, 93940",,,36.584204,-121.854239
406197465,CHOICE HOME HEALTH SERVICES,16909 PARTHENIA STREET,NORTH HILLS,91343,19,LOS ANGELES,Open,10/7/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197465,"16909 PARTHENIA STREET, NORTH HILLS, 91343",,,34.229007,-118.500612
406196181,CHS HOMECARE,2525 CHERRY AVE,SIGNAL HILL,90755,19,LOS ANGELES,Open,9/3/09,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196181,"2525 CHERRY AVE, SIGNAL HILL, 90755",,,33.803094,-118.1692894
406191437,CITRUS VALLEY HOME HEALTH,820 N PHILLIPS AVE,WEST COVINA,91791,19,LOS ANGELES,Open,12/19/85,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406191437,"820 N PHILLIPS AVE, WEST COVINA, 91791",,,34.085738,-117.905058
406196979,"CITY OF ANGELS BEST CARE, INC.",1711 WEST TEMPLE ST,LOS ANGELES,90026,19,LOS ANGELES,Open,1/28/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196979,"1711 WEST TEMPLE ST, LOS ANGELES, 90026",,,34.0696803,-118.2635132
406197379,"CITY OF ANGELS HOME HEALTH, INC.",21707 HAWTHORNE BLVD.,TORRANCE,90503,19,LOS ANGELES,Open,2/4/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197379,"21707 HAWTHORNE BLVD., TORRANCE, 90503",,,33.8305765,-118.3528876
406564231,"CITY OF DREAMS HOME HEALTH CARE, INC.",5924 E LOS ANGELES AVE,SIMI VALLEY,93063,56,VENTURA,Open,5/3/12,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406564231,"5924 E LOS ANGELES AVE, SIMI VALLEY, 93063",,,34.2711159,-118.6755525
406196988,"CITYWIDE HOME CARE, INC.",135 S. JACKSON ST.,GLENDALE,91205,19,LOS ANGELES,Open,6/26/12,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196988,"135 S. JACKSON ST., GLENDALE, 91205",,,34.145059,-118.250433
406304425,"CLINICIAN HOME HEALTH SERVICES, INC.",111 S KRAEMER BLVD,BREA,92821,30,ORANGE,Open,9/16/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406304425,"111 S KRAEMER BLVD, BREA, 92821",,,33.9194015,-117.8642912
406194980,CLORAN HOME HEALTH SERVICES,"11428 E. ARTESIA BLVD., STE NO.3",ARTESIA,90701,19,LOS ANGELES,Open,1/27/97,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406194980,"11428 E. ARTESIA BLVD., STE NO.3, ARTESIA, 90701",,,33.8724057,-118.0900517
406334552,"CNE HOME HEALTH SERVICES, INC.",4393 TYLER ST,RIVERSIDE,92503,33,RIVERSIDE,Open,7/21/04,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406334552,"4393 TYLER ST, RIVERSIDE, 92503",,,33.920983,-117.468339
406197060,"COAST TO COAST HOME HEALTH CARE, INC.",14852 VENTURA BLVD.,SHERMAN OAKS,91403,19,LOS ANGELES,Open,3/4/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197060,"14852 VENTURA BLVD., SHERMAN OAKS, 91403",,,34.1519444,-118.4570733
406197447,"COASTAL CARE, INC.",21707 HAWTHORNE BLVD,TORRANCE,90503,19,LOS ANGELES,Open,9/16/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197447,"21707 HAWTHORNE BLVD, TORRANCE, 90503",,,33.8305765,-118.3528876
406274068,COASTAL KIDS HOME CARE,590 BRUNKEN AVE,SALINAS,93901,27,MONTEREY,Open,10/4/13,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406274068,"590 BRUNKEN AVE, SALINAS, 93901",,,36.6634256,-121.6404032
406194209,COLBY CARE HOME HEALTH,19531 PARTHENIA ST,NORTHRIDGE,91324,19,LOS ANGELES,Open,11/27/12,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406194209,"19531 PARTHENIA ST, NORTHRIDGE, 91324",,,34.228823,-118.55898
406197467,COLUMBIA EXCEL HOME HEALTH CARE,7325 MEDICAL CENTER DRIVE,WEST HILLS,91307,19,LOS ANGELES,Open,9/29/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197467,"7325 MEDICAL CENTER DRIVE, WEST HILLS, 91307",,,34.2034678,-118.6298771
406064001,COLUSA REGIONAL MEDICAL CENTER HOME HEALTH AGENCY,199 EAST WEBSTER ST,COLUSA,95932,6,COLUSA,Open,10/10/86,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406064001,"199 EAST WEBSTER ST, COLUSA, 95932",,,39.2064788,-122.0003478
406194582,"COMCARE HOME HEALTH, INC.",100 WEST BROADWAY,GLENDALE,91210,19,LOS ANGELES,Open,11/22/11,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406194582,"100 WEST BROADWAY, GLENDALE, 91210",,,34.1460878,-118.2561731
406074149,"COMFORT ASSISTING, INC.",112 LA CASA VIA,WALNUT CREEK,94598,7,CONTRA COSTA,Open,5/9/11,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406074149,"112 LA CASA VIA, WALNUT CREEK, 94598",,,37.9118868,-122.0426518
406434190,COMFORT HANDS HEALTHCARE INC.,792 MERIDIAN WAY,SAN JOSE,95126,43,SANTA CLARA,Open,5/5/12,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406434190,"792 MERIDIAN WAY, SAN JOSE, 95126",,,37.313153,-121.913286
406434246,"COMFORT HOME HEALTH CAARE, LLC",1650 ZANKER RD,SAN JOSE,95112,43,SANTA CLARA,Open,1/15/13,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406434246,"1650 ZANKER RD, SAN JOSE, 95112",,,37.3728959,-121.9097186
406196390,"COMFORT HOME HEALTH CARE, INC.",3633 LONG BEACH BLVD,LONG BEACH,90807,19,LOS ANGELES,Open,7/12/02,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196390,"3633 LONG BEACH BLVD, LONG BEACH, 90807",,,33.823343,-118.189777
406197586,"COMFORT HOSPICE CARE OF BURBANK, INC",1130 W OLIVE AVE,BURBANK,91506,19,LOS ANGELES,Open,5/26/11,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197586,"1130 W OLIVE AVE, BURBANK, 91506",,,34.170738,-118.318733
406304382,"COMFORT HOSPICE CARE, INC.","12900 GARDEN GROVE BLVD., STE. 130",GARDEN GROVE,92843,30,ORANGE,Open,11/2/06,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406304382,"12900 GARDEN GROVE BLVD., STE. 130, GARDEN GROVE, 92843",,,33.7739783,-117.9075915
406564241,COMMUNITY CARE AND HOSPICE LLC,2941 LOMA VISTA RD,VENTURA,93003,56,VENTURA,Open,9/19/13,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406564241,"2941 LOMA VISTA RD, VENTURA, 93003",,,34.2754563,-119.2570343
406196998,COMMUNITY CARE HOSPICE,222 W. FOOTHILL BLVD.,GLENDORA,91741,19,LOS ANGELES,Open,3/22/07,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406196998,"222 W. FOOTHILL BLVD., GLENDORA, 91741",,,34.135737,-117.867638
406014063,"COMMUNITY CARE SERVICES, INC",3317 ELM ST,OAKLAND,94609,1,ALAMEDA,Open,8/14/92,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406014063,"3317 ELM ST, OAKLAND, 94609",,,37.8217799,-122.265658
406197461,"COMMUNITY HEALTH CARE EMPORIUM, INC.",235 E. BROADWAY,LONG BEACH,90802,19,LOS ANGELES,Open,9/22/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197461,"235 E. BROADWAY, LONG BEACH, 90802",,,33.7695336,-118.1898156
406100011,COMMUNITY HOME CARE,1925 E. DAKOTA AVE,FRESNO,93726,10,FRESNO,Open,7/18/80,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406100011,"1925 E. DAKOTA AVE, FRESNO, 93726",,,36.7872642,-119.7876582
406054011,COMMUNITY HOME CARE - BRANCH,451 SOUTH MAIN ST,ANGELS CAMP,95222,5,CALAVERAS,Open,6/15/12,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406054011,"451 SOUTH MAIN ST, ANGELS CAMP, 95222",,,38.0790249,-120.5535951
406364230,COMMUNITY HOME HEALTH,348 W HOSPITALITY ;;M,SAN BERNARDINO,92408,36,SAN BERNARDINO,Open,6/4/14,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406364230,"348 W HOSPITALITY ;;M, SAN BERNARDINO, 92408",,,34.0662809,-117.290647
406197310,COMMUNITY HOME HEALTH CARE SERVICES,1012 E COLORADO ST,GLENDALE,91205,19,LOS ANGELES,Open,4/8/09,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197310,"1012 E COLORADO ST, GLENDALE, 91205",,,34.142634,-118.2425013
406197474,"COMMUNITY HOSPICE CARE, LLC.",17141 VENTURA BLVD,ENCINO,91316,19,LOS ANGELES,Open,9/24/10,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197474,"17141 VENTURA BLVD, ENCINO, 91316",,,34.1608977,-118.506891
406364219,COMMUNITY HOSPICE OF VICTOR VALLEY,16147 KAMANA ROAD,APPLE VALLEY,92307,36,SAN BERNARDINO,Open,12/16/96,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406364219,"16147 KAMANA ROAD, APPLE VALLEY, 92307",,,34.544514,-117.268955
406364327,"COMMUNITY HOSPICE SERVICES, INC.","8273 WHITE OAK AVE., STE. 120",RANCHO CUCAMONGA,91730,36,SAN BERNARDINO,Open,12/4/06,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406364327,"8273 WHITE OAK AVE., STE. 120, RANCHO CUCAMONGA, 91730",,,34.103395,-117.563887
406504052,"COMMUNITY HOSPICE, INC. - HOSPICE",4368 SPYRES WAY,MODESTO,95356,50,STANISLAUS,Open,5/23/05,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406504052,"4368 SPYRES WAY, MODESTO, 95356",,,37.7026441,-120.9977916
406197804,"COMMUNITY PROFESSIONAL HOSPICE CARE, LLC",7311 VAN NUYS BLVD,VAN NUYS,91405,19,LOS ANGELES,Open,12/27/12,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197804,"7311 VAN NUYS BLVD, VAN NUYS, 91405",,,34.2034257,-118.4490275
406304394,COMPANION HOME HEALTH AGENCY,2200 W. ORANGEWOOD AVE.,ORANGE,92868,30,ORANGE,Open,2/1/07,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406304394,"2200 W. ORANGEWOOD AVE., ORANGE, 92868",,,33.7951823,-117.8755481
406197389,COMPANION HOME HEALTH CARE CORPORATION,8130 FLORENCE AVE.,DOWNEY,90240,19,LOS ANGELES,Open,3/4/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197389,"8130 FLORENCE AVE., DOWNEY, 90240",,,33.951938,-118.1272927
406334606,COMPANION HOME HEALTH INC,4199 FLAT ROCK DRIVE,RIVERSIDE,92505,33,RIVERSIDE,Open,3/12/08,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406334606,"4199 FLAT ROCK DRIVE, RIVERSIDE, 92505",,,33.9043595,-117.4925568
406304392,COMPANION HOSPICE,2041 W. ORANGEWOOD AVE.,ORANGE,92868,30,ORANGE,Open,1/31/07,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406304392,"2041 W. ORANGEWOOD AVE., ORANGE, 92868",,,33.796507,-117.87465
406374456,COMPANION HOSPICE AND PALLIATIVE CARE OF NORTH COUNTY LLC,910 W SAN MARCOS BLVD,SAN MARCOS,92078,37,SAN DIEGO,Open,8/12/11,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406374456,"910 W SAN MARCOS BLVD, SAN MARCOS, 92078",,,33.1363524,-117.1859345
406197422,"COMPANION HOSPICE AND PALLIATIVE CARE OF THE VALLEY, LLC",150 E COLORADO BLVD,PASADENA,91105,19,LOS ANGELES,Open,5/4/14,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197422,"150 E COLORADO BLVD, PASADENA, 91105",,,34.1455251,-118.1468614
406564211,"COMPANION HOSPICE AND PALLIATIVE CARE, LLC",3605 ALAMO ST.,SIMI VALLEY,93063,56,VENTURA,Open,8/31/10,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406564211,"3605 ALAMO ST., SIMI VALLEY, 93063",,,34.2866776,-118.7261159
406196573,"COMPANION HOSPICE CARE, LLC",8130 FLORENCE AVE,DOWNEY,90240,19,LOS ANGELES,Open,1/9/09,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406196573,"8130 FLORENCE AVE, DOWNEY, 90240",,,33.951938,-118.1272927
406504064,"COMPANION HOSPICE, LLC",4199 FLAT ROCK DR.,RIVERSIDE,92505,33,RIVERSIDE,Open,7/3/07,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406504064,"4199 FLAT ROCK DR., RIVERSIDE, 92505",,,33.9043595,-117.4925568
406105055,"COMPASSIONATE CARE HOME HEALTH AGENCY, LLC",7545 N. DEL MAR AVE.,FRESNO,93711,10,FRESNO,Open,4/16/07,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406105055,"7545 N. DEL MAR AVE., FRESNO, 93711",,,36.8468307,-119.796354
406196214,"COMPASSIONATE CARE HOME HEALTH, INC.","2235 NO. LAKE AVENUE, SUITE 209",ALTADENA,91001,19,LOS ANGELES,Open,2/23/01,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196214,"2235 NO. LAKE AVENUE, SUITE 209, ALTADENA, 91001",,,34.1843102,-118.1324014
406564257,"COMPASSIONATE HEALTHCARE SOLUTIONS, INC.",905 GREENWICH DR.,THOUSAND OAKS,91360,56,VENTURA,Open,7/11/14,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406564257,"905 GREENWICH DR., THOUSAND OAKS, 91360",,,34.1803207,-118.862163
406197578,"COMPASSIONATE HOSPICE CARE, INC",2615 W MAGNOLIA BLVD,BURBANK,91505,19,LOS ANGELES,Open,7/12/11,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197578,"2615 W MAGNOLIA BLVD, BURBANK, 91505",,,34.171581,-118.3365413
406197947,"COMPASSIONATE TOUCH HOSPICE CARE, INC",813 W WHITTIER BLVD,MONTEBELLO,90640,19,LOS ANGELES,Open,8/8/14,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197947,"813 W WHITTIER BLVD, MONTEBELLO, 90640",,,34.010106,-118.1084227
406197516,"COMPCARE HOSPICE, INC.",3550 WILSHIRE BLVD.,LOS ANGELES,90010,19,LOS ANGELES,Open,4/17/14,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197516,"3550 WILSHIRE BLVD., LOS ANGELES, 90010",,,34.0613249,-118.3022596
406304351,"COMPETENT CARE, INC. HOME HEALTH NURSING",2900 BRISTOL STREET,COSTA MESA,92626,30,ORANGE,Open,7/5/05,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406304351,"2900 BRISTOL STREET, COSTA MESA, 92626",,,33.676394,-117.8865432
406197477,"COMPLETE CARE HOME HEALTH SERVICES, LLC",6442 COLDWATER CANYON AVE,NORTH HOLLYWOOD,91606,19,LOS ANGELES,Open,12/21/10,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197477,"6442 COLDWATER CANYON AVE, NORTH HOLLYWOOD, 91606",,,34.188063,-118.413456
406197790,"COMPLETE FAITH PALLIATIVE HOSPICE CARE, INC",14111 FREEWAY DRIVE,SANTA FE SPRINGS,90670,19,LOS ANGELES,Open,12/10/12,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197790,"14111 FREEWAY DRIVE, SANTA FE SPRINGS, 90670",,,33.8858511,-118.0306762
406197228,"COMPREHENSIVE CERTIFIED HOME HEALTH SERVICES OF CA, LLC",1125 S. BEVERLY DRIVE,LOS ANGELES,90035,19,LOS ANGELES,Open,3/5/09,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197228,"1125 S. BEVERLY DRIVE, LOS ANGELES, 90035",,,34.056837,-118.39688
406196413,"COMPREHENSIVE HEALTH CARE, INC.",3540 WILSHIRE BLVD,LOS ANGELES,90010,19,LOS ANGELES,Open,2/22/03,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196413,"3540 WILSHIRE BLVD, LOS ANGELES, 90010",,,34.0614464,-118.3016875
406484064,"COMPREHENSIVE HOME HEALTH CARE & HOSPICE, INC.",312 GEORGIA ST.,VALLEJO,94590,48,SOLANO,Open,4/18/14,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406484064,"312 GEORGIA ST., VALLEJO, 94590",,,38.1014276,-122.2577489
406564243,COMPREHENSIVE HOSPICE,5924 E LOS ANGELES AVE,SIMI VALLEY,93063,56,VENTURA,Open,11/21/13,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406564243,"5924 E LOS ANGELES AVE, SIMI VALLEY, 93063",,,34.2711159,-118.6755525
406196475,"CONCORD HOME HEALTH CARE, INC.","424 N. LAKE AVENUE, SUITE 202",PASADENA,91101,19,LOS ANGELES,Open,4/15/03,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196475,"424 N. LAKE AVENUE, SUITE 202, PASADENA, 91101",,,34.1533744,-118.1320114
406197376,"CONCORDIA HEALTH CARE PROVIDER, INC.",2225 W COMMONWEALTH AVE,ALHAMBRA,91803,19,LOS ANGELES,Open,9/7/11,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197376,"2225 W COMMONWEALTH AVE, ALHAMBRA, 91803",,,34.088406,-118.150533
406197753,"CONSOLE HOSPICE, INC.",14640 VICTORY BLVD,VAN NUYS,91411,19,LOS ANGELES,Open,9/24/12,Home Health Agency/Hospice,Hospice,http://gis.oshpd.ca.gov/atlas/places/facility/406197753,"14640 VICTORY BLVD, VAN NUYS, 91411",,,34.1864371,-118.4523745
406196690,"CONSTANT CARE HOME HEALTH AGENCY, INC.",1612 VICTORY BLVD.,GLENDALE,91201,19,LOS ANGELES,Open,9/1/05,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406196690,"1612 VICTORY BLVD., GLENDALE, 91201",,,34.1598947,-118.2988971
406194507,CONTINUITY CARE HOME NURSES,12722 RIVERSIDE DRIVE,NORTH HOLLYWOOD,91607,19,LOS ANGELES,Open,1/31/92,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406194507,"12722 RIVERSIDE DRIVE, NORTH HOLLYWOOD, 91607",,,34.1573438,-118.4102998
406197871,"CONTINUITY PROVIDERS HEALTHCARE, INC.",11633 HAWTHORNE BLVD,HAWTHORNE,90250,19,LOS ANGELES,Open,12/27/13,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406197871,"11633 HAWTHORNE BLVD, HAWTHORNE, 90250",,,33.9285156,-118.3530565
406424072,CORAM CVS/SPECIALTU INFUSION SEERVICES,5571 EKWILL STREET,GOLETA,93111,42,SANTA BARBARA,Open,3/28/08,Home Health Agency/Hospice,Home Health Agency,http://gis.oshpd.ca.gov/atlas/places/facility/406424072,"5571 EKWILL STREET, GOLETA, 93111",,,34.429801,-119.8212899
